#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
32,Masturi,32,SC,Bilaspur,Dilip Lahariya,Indian National Congress,237883,175806,73.9 %,24146,13.7%
33,Akaltara,33,GEN,Janjgir - Champa,Chunnilal Sahu,Indian National Congress,182631,136884,75.0 %,21693,15.8%
34,Janjgir-Champa,34,GEN,Janjgir - Champa,Moti Lal Devangan,Indian National Congress,180357,130646,72.4 %,10211,7.8%
35,Sakti,35,GEN,Janjgir - Champa,Doctor Khilawan Sahu,Bharatiya Janta Party,177993,133403,74.9 %,9033,6.8%
36,Chandrapur,36,GEN,Janjgir - Champa,Yudhvir Singh Judev,Bharatiya Janta Party,193921,150329,77.5 %,6217,4.1%
37,Jaijaipur,37,GEN,Janjgir - Champa,Keshav Chandra,Bahujan Samaj Party,202537,141710,70.0 %,2579,1.8%
38,Pamgarh,38,SC,Janjgir - Champa,Ambesh Jangre,Bharatiya Janta Party,175422,124035,70.7 %,8125,6.6%
39,Saraipali,39,SC,Mahasamund,Ramlal Chouhan,Bharatiya Janta Party,177906,143313,80.6 %,28832,20.1%
40,Basna,40,GEN,Mahasamund,Rupkumari Choudhary,Bharatiya Janta Party,188174,154608,82.2 %,6239,4.0%
41,Khallari,41,GEN,Mahasamund,Chunni Lal Sahu,Bharatiya Janta Party,182140,148025,81.3 %,5999,4.1%
42,Mahasamund,42,GEN,Mahasamund,Dr. Vimal Chopra,Independent,171691,136666,79.6 %,4722,3.5%
43,Bilaigarh,43,SC,Raipur,Dr. Sanam Jangre,Bharatiya Janta Party,250029,176888,70.7 %,12695,7.2%
44,Kasdol,44,GEN,Raipur,Gauri Shankar Agrawal,Bharatiya Janta Party,294307,220080,74.8 %,22928,10.4%
45,Baloda Bazar,45,GEN,Raipur,Janak Ram Verma,Indian National Congress,227188,170781,75.2 %,9977,5.8%
46,Bhatapara,46,GEN,Raipur,Shivratan Sharma,Bharatiya Janta Party,206725,155163,75.1 %,12340,8.0%
47,Dharsiwa,47,GEN,Raipur,Devji Bhai Patel,Bharatiya Janta Party,178047,142095,79.8 %,2390,1.7%
48,Raipur City Gramin,48,GEN,Raipur,Satyanarayan Sharma,Indian National Congress,229440,145639,63.5 %,1861,1.3%
49,Raipur City West,49,GEN,Raipur,Rajesh Munat,Bharatiya Janta Party,210089,132231,62.9 %,6160,4.7%
50,Raipur City North,50,GEN,Raipur,Shrichand Sundrani,Bharatiya Janta Party,165485,104403,63.1 %,3476,3.3%
51,Raipur City South,51,GEN,Raipur,Brijmohan Agrawal,Bharatiya Janta Party,205759,135307,65.8 %,34799,25.7%
52,Arang,52,SC,Raipur,Naveen Markandey,Bharatiya Janta Party,176510,133506,75.6 %,13774,10.3%
53,Abhanpur,53,GEN,Raipur,Dhanendra Sahu,Indian National Congress,173094,141431,81.7 %,8354,5.9%
54,Rajim,54,GEN,Raipur,Santosh Upadhyay,Bharatiya Janta Party,189317,149203,78.8 %,2441,1.6%
55,Bindranawagarh,55,ST,Raipur,Govardhan Singh Manjhi,Bharatiya Janta Party,190824,152921,80.1 %,30536,20.0%
56,Sihawa,56,ST,Dhamtari,Shravan Markam,Bharatiya Janta Party,172242,135549,78.7 %,7487,5.5%
57,Kurud,57,GEN,Dhamtari,Ajay Chandrakar,Bharatiya Janta Party,170699,147006,86.1 %,27177,18.5%
58,Dhamtari,58,GEN,Dhamtari,Gurumukh Singh Hora,Indian National Congress,185387,150224,81.0 %,10500,7.0%
59,Sanjari Balod,59,GEN,Durg,Bhaiya Ram Sinha,Indian National Congress,185750,153761,82.8 %,30433,19.8%
60,Dondi Lahara,60,ST,Durg,Anila Bhendia,Indian National Congress,188499,148032,78.5 %,19735,13.3%
61,Gunderdehi,61,GEN,Durg,Rajendra Kumar Rai,Indian National Congress,200435,164264,82.0 %,21280,13.0%
62,Patan,62,GEN,Durg,Bhupesh Baghel,Indian National Congress,171716,140388,81.8 %,9343,6.7%
63,Durg Gramin,63,GEN,Durg,Smt. Ramshila Sahu,Bharatiya Janta Party,179237,127374,71.1 %,2979,2.3%
64,Durg City,64,GEN,Durg,Arun Vora,Indian National Congress,203354,136378,67.1 %,5621,4.1%
65,Bhilai Nagar,65,GEN,Durg,Prem Prakash Pandey,Bharatiya Janta Party,166554,102925,61.8 %,17106,16.6%
66,Vaishali Nagar,66,GEN,Durg,Vidyaratan Bhasin,Bharatiya Janta Party,233311,137239,58.8 %,24448,17.8%
67,Ahiwara,67,SC,Durg,Rajmahnt Sanwla Ram Dahre,Bharatiya Janta Party,189460,137914,72.8 %,31676,23.0%
68,Saja,68,GEN,Durg,Labh Chand Bafna,Bharatiya Janta Party,197113,160880,81.6 %,9620,6.0%
69,Bemetara,69,GEN,Durg,Awadhesh Singh Chandel,Bharatiya Janta Party,197174,154518,78.4 %,15114,9.8%
70,Navagarh,70,SC,Durg,Dayaldas Baghel,Bharatiya Janta Party,213520,157367,73.7 %,27193,17.3%
71,Pandariya,71,GEN,Kabeerdham,Moti Ram Chandravanshi,Bharatiya Janta Party,253348,195230,77.1 %,7273,3.7%
72,Kawardha,72,GEN,Kabeerdham,Ashok Sahu,Bharatiya Janta Party,267942,210552,78.6 %,2558,1.2%
73,Khairagarh,73,GEN,Rajnandgaon,Girwar Janghel,Indian National Congress,179723,147576,82.1 %,2190,1.5%
74,Dongargarh,74,SC,Rajnandgaon,Sarojani Banjare,Bharatiya Janta Party,176830,142280,80.5 %,4684,3.3%
75,Rajnandgaon,75,GEN,Rajnandgaon,Dr. Raman,Bharatiya Janta Party,179123,146460,81.8 %,35866,24.5%
76,Dongargaon,76,GEN,Rajnandgaon,Daleshwar Sahu,Indian National Congress,169144,140845,83.3 %,1698,1.2%
77,Khujji,77,GEN,Rajnandgaon,Bholaram Sahu,Indian National Congress,161654,133452,82.6 %,8694,6.5%
78,Mohala-Manpur,78,ST,Rajnandgaon,Tej Kunwar Gowardhan Netam,Indian National Congress,143061,110192,77.0 %,956,0.9%
79,Antagarh,79,ST,Uttar Bastar Kanker,Vikram Usendi,Bharatiya Janta Party,146087,108643,74.4 %,5171,4.8%
80,Bhanupratappur,80,ST,Uttar Bastar Kanker,Manoj Singh Mandavi,Indian National Congress,177034,135321,76.4 %,14896,11.0%
81,Kanker,81,ST,Uttar Bastar Kanker,Shanker Dhruwa,Indian National Congress,158841,121294,76.4 %,4625,3.8%
82,Keshkal,82,ST,Bastar,Santram Netam,Indian National Congress,168801,133416,79.0 %,8689,6.5%
83,Kondagaon,83,ST,Bastar,Mohan Markam,Indian National Congress,147073,118792,80.8 %,5135,4.3%
84,Narainpur,84,ST,Bastar,Kedar Kashyap,Bharatiya Janta Party,159479,105760,66.3 %,12800,12.1%
85,Bastar,85,ST,Bastar,Baghel Lakheshwar,Indian National Congress,135902,109006,80.2 %,19168,17.6%
86,Jagdalpur,86,GEN,Bastar,Santosh Bafna,Bharatiya Janta Party,176523,126479,71.7 %,16658,13.2%
87,Chitrakot,87,ST,Bastar,Deepak Kumar Baij,Indian National Congress,151236,108463,71.7 %,12329,11.4%
88,Dantewara,88,ST,Dakshin Bastar Dantewada,Devati Karma,Indian National Congress,174081,98673,56.7 %,5987,6.1%
89,Bijapur,89,ST,Dakshin Bastar Dantewada,Mahesh Gagda,Bharatiya Janta Party,156279,63551,40.7 %,9487,14.9%
90,Konta,90,ST,Dakshin Bastar Dantewada,Kawasi Lakhma,Indian National Congress,156806,71847,45.8 %,5786,8.1%
