#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
29,Tilak Nagar,29,GEN,O P Babbar,Bharatiya Janta Party,136870,73232,53.5 %,12118,16.5%
30,Janakpuri,30,GEN,Prof Jagdish Mukhi,Bharatiya Janta Party,144614,88641,61.3 %,17452,19.7%
31,Vikaspuri,31,GEN,Nand Kishore,Indian National Congress,245769,136774,55.7 %,943,0.7%
32,Uttam Nagar,32,GEN,Mukesh Sharma,Indian National Congress,162885,101602,62.4 %,7183,7.1%
33,Dwarka,33,GEN,Mahabal Mishra,Indian National Congress,133319,83325,62.5 %,13981,16.8%
34,Matiala,34,GEN,Sumesh,Indian National Congress,222994,130569,58.6 %,6629,5.1%
35,Najafgarh,35,GEN,Bharat Singh,Independent,173022,102328,59.1 %,11453,11.2%
36,Bijwasan,36,GEN,Sat Prakash Rana,Bharatiya Janta Party,112205,66367,59.1 %,2005,3.0%
37,Palam,37,GEN,Dharam Dev Solanki,Bharatiya Janta Party,156925,92277,58.8 %,12593,13.6%
38,Delhi Cantt,38,GEN,Karan Singh Tanwar,Bharatiya Janta Party,75317,42633,56.6 %,7261,17.0%
39,Rajinder Nagar,39,GEN,Rama Kant Goswami,Indian National Congress,137859,72077,52.3 %,5406,7.5%
40,New Delhi,40,GEN,Sheila Dikshit,Indian National Congress,135538,76203,56.2 %,13982,18.3%
41,Jangpura,41,GEN,Tarvinder Singh Marwah,Indian National Congress,109526,65374,59.7 %,13951,21.3%
42,Kasturba Nagar,42,GEN,Neeraj Basoya,Indian National Congress,142945,76149,53.3 %,2484,3.3%
43,Malviya Nagar,43,GEN,Kiran Walia,Indian National Congress,120174,67201,55.9 %,3732,5.6%
44,R.K. Puram,44,GEN,Barkha Singh,Indian National Congress,126872,67066,52.9 %,9317,13.9%
45,Mehrauli,45,GEN,Dr. Yoganand Shastri,Indian National Congress,144263,66224,45.9 %,1108,1.7%
46,Chhatarpur,46,GEN,Balram Tanwar,Indian National Congress,155484,87077,56.0 %,5030,5.8%
47,Deoli,47,SC,Arvinder Singh,Indian National Congress,169136,95587,56.5 %,16628,17.4%
48,Ambedkar Nagar,48,SC,Ch.Prem Singh,Indian National Congress,122805,70538,57.4 %,4837,6.9%
49,Sangam Vihar,49,GEN,Dr. S.C.L.Gupta,Bharatiya Janta Party,144399,74281,51.4 %,3589,4.8%
50,Greater Kailash,50,GEN,Vijay Kumar Malhotra,Bharatiya Janta Party,146333,79722,54.5 %,11219,14.1%
51,Kalkaji,51,GEN,Subhash Chopra,Indian National Congress,143847,73904,51.4 %,13389,18.1%
52,Tughlakabad,52,GEN,Ramesh Bidhuri,Bharatiya Janta Party,143025,79605,55.7 %,8234,10.3%
53,Badarpur,53,GEN,Ram Singh Netaji,Bahujan Samaj Party,199268,112929,56.7 %,13305,11.8%
54,Okhla,54,GEN,Parvez Hashmi,Indian National Congress,208754,102726,49.2 %,541,0.5%
55,Trilokpuri,55,SC,Sunil Kumar,Bharatiya Janta Party,137624,82562,60.0 %,634,0.8%
56,Kondli,56,SC,Amrish Singh Gautam,Indian National Congress,135602,80816,59.6 %,14986,18.5%
57,Patparganj,57,GEN,Anil Kumar,Indian National Congress,159909,87267,54.6 %,663,0.8%
58,Laxmi Nagar,58,GEN,Dr. Ashok Kumar Walia,Indian National Congress,161141,91051,56.5 %,22397,24.6%
59,Vishwas Nagar,59,GEN,Naseeb Singh,Indian National Congress,162644,95527,58.7 %,9629,10.1%
60,Krishna Nagar,60,GEN,Harsh Vardhan,Bharatiya Janta Party,170588,105175,61.7 %,3204,3.0%
61,Gandhi Nagar,61,GEN,Arvinder Singh Lovely,Indian National Congress,146584,93073,63.5 %,31925,34.3%
62,Shahdara,62,GEN,Dr. Narender Nath,Indian National Congress,152821,87317,57.1 %,1536,1.8%
63,Seemapuri,63,SC,Veer Singh Dhingan,Indian National Congress,143195,89281,62.3 %,19260,21.6%
64,Rohtas Nagar,64,GEN,Ram Babu Sharma,Indian National Congress,161333,98679,61.2 %,13243,13.4%
65,Seelam Pur,65,GEN,Chaudhary Mateen Ahmad,Indian National Congress,147482,87499,59.3 %,26274,30.0%
66,Ghonda,66,GEN,Sahab Singh Chauhan,Bharatiya Janta Party,155175,91596,59.0 %,580,0.6%
67,Babarpur,67,GEN,Naresh Gaur,Bharatiya Janta Party,152259,91032,59.8 %,3826,4.2%
68,Gokalpur,68,SC,Surendra Kumar,Bahujan Samaj Party,154440,95173,61.6 %,3057,3.2%
69,Mustafabad,69,GEN,Hasan Ahmed,Indian National Congress,168532,97894,58.1 %,979,1.0%
70,Karawal Nagar,70,GEN,Mohan Singh Bisht,Bharatiya Janta Party,194362,102748,52.9 %,21128,20.6%
