#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
34,Salhawas,34,GEN,Anita Yadav,Indian National Congress,122521,87817,71.7 %,15779,18.0%
35,Jhajjar,35,SC,Hari Ram,Indian National Congress,130117,85875,66.0 %,14194,16.5%
36,Badli,36,GEN,Naresh Kumar,Independent,109750,77987,71.1 %,2622,3.4%
37,Bahadurgarh,37,GEN,Rajinder Singh S/o Suraj Mal,Indian National Congress,160225,102422,63.9 %,5096,5.0%
38,Baroda,38,SC,Ramphal,Indian National Lok Dal,101882,75647,74.2 %,3227,4.3%
39,Gohana,39,GEN,Dharam Pal Singh Malik,Indian National Congress,129083,90777,70.3 %,13402,14.8%
40,Kailana,40,GEN,Jitender Singh,Indian National Congress,128649,94929,73.8 %,5191,5.5%
41,Sonepat,41,GEN,Anil Thakar,Indian National Congress,166004,106058,63.9 %,4116,3.9%
42,Rai,42,GEN,Ramesh Chander,Indian National Congress,136104,97942,72.0 %,10696,10.9%
43,Rohat,43,GEN,Sukhbir Singh,Nationalist Congress Party,113983,81542,71.5 %,23140,28.4%
44,Kalayat,44,SC,Geeta,Indian National Congress,107989,83862,77.7 %,1412,1.7%
45,Narwana,45,GEN,Randeep Singh Surjewala,Indian National Congress,123315,107419,87.1 %,1859,1.7%
46,Uchana Kalan,46,GEN,Birender Singh,Indian National Congress,128418,101862,79.3 %,12832,12.6%
47,Rajond,47,GEN,Satvinder Singh,Indian National Congress,105665,79520,75.3 %,2797,3.5%
48,Jind,48,GEN,Mange Ram Gupta,Indian National Congress,149623,111201,74.3 %,17435,15.7%
49,Julana,49,GEN,Sher Singh,Indian National Congress,115008,86354,75.1 %,6822,7.9%
50,Safidon,50,GEN,Bachan Singh Arya,Independent,126978,99545,78.4 %,17644,17.7%
51,Faridabad,51,GEN,A C. Chaudhry,Indian National Congress,259874,135314,52.1 %,52895,39.1%
52,Mewla Maharajpur,52,GEN,Mahender Pratap,Indian National Congress,336587,172658,51.3 %,63108,36.6%
53,Ballabgarh,53,GEN,Sharda Rathore,Indian National Congress,206493,124595,60.3 %,34076,27.3%
54,Palwal,54,GEN,Karan Singh Dalal,Indian National Congress,148591,101315,68.2 %,28323,28.0%
55,Hassanpur,55,SC,Udai Bhan,Indian National Congress,138284,91130,65.9 %,5331,5.8%
56,Hathin,56,GEN,Harsh Kumar,Independent,124694,88611,71.1 %,8830,10.0%
57,Ferozepur Jhirka,57,GEN,Azad,Indian National Congress,147823,102826,69.6 %,1723,1.7%
58,Nuh,58,GEN,Habib-Ur-Rehman,Independent,137965,96235,69.8 %,4359,4.5%
59,Taoru,59,GEN,Sahida,Indian National Lok Dal,151648,108852,71.8 %,964,0.9%
60,Sohna,60,GEN,Sukhbir Singh,Independent,157480,115820,73.5 %,12235,10.6%
61,Gurgaon,61,GEN,Dharambir,Indian National Congress,292086,139759,47.8 %,40854,29.2%
62,Pataudi,62,SC,Bhupinder,Indian National Congress,147187,90369,61.4 %,8516,9.4%
63,Badhra,63,GEN,Dharambir,Indian National Congress,134422,102220,76.0 %,17236,16.9%
64,Dadri,64,GEN,Nirpender,Indian National Congress,130154,95333,73.2 %,1290,1.4%
65,Mundhal Khurd,65,GEN,Ranbir Singh Mahendra,Indian National Congress,126496,92967,73.5 %,11586,12.5%
66,Bhiwani,66,GEN,Dr. Shiv Shanker Bhardwaj,Indian National Congress,130320,86024,66.0 %,21801,25.3%
67,Tosham,67,GEN,Surender Singh,Indian National Congress,142617,106258,74.5 %,22612,21.3%
68,Loharu,68,GEN,Somvir Singh,Indian National Congress,147474,113337,76.9 %,12032,10.6%
69,Bawani Khera,69,SC,Ramkishan Fauji,Indian National Congress,133102,100781,75.7 %,22727,22.6%
70,Barwala,70,GEN,Randhir,Indian National Congress,137170,107873,78.6 %,3420,3.2%
71,Narnaund,71,GEN,Ram Kumar,Bharatiya Janta Party,116132,91277,78.6 %,1399,1.5%
72,Hansi,72,GEN,Amir Chand,Indian National Congress,129661,98251,75.8 %,4453,4.5%
73,Bhattu Kalan,73,GEN,Kulvir Singh,Indian National Congress,124766,104357,83.6 %,9580,9.2%
74,Hissar,74,GEN,Om Prakash Jindal,Indian National Congress,162731,108379,66.6 %,10876,10.0%
75,Ghirai,75,GEN,Prof. Chhattar Pal Singh,Indian National Congress,129731,102728,79.2 %,26444,25.7%
76,Tohana,76,GEN,Paramvir Singh,Indian National Congress,145532,114074,78.4 %,18783,16.5%
77,Ratia,77,SC,Gian Chand,Indian National Lok Dal,127181,96763,76.1 %,10051,10.4%
78,Fatehabad,78,GEN,Dura Ram,Indian National Congress,157160,124586,79.3 %,10625,8.5%
79,Adampur,79,GEN,Bhajan Lal,Indian National Congress,141094,111550,79.1 %,71081,63.7%
80,Darba Kalan,80,GEN,Bharat Singh,Indian National Congress,139156,118481,85.1 %,11444,9.7%
81,Ellenabad,81,SC,Dr. Sushil Kumar Indora,Indian National Lok Dal,142600,111753,78.4 %,21883,19.6%
82,Sirsa,82,GEN,Lachhman Dass Arora,Indian National Congress,154370,113299,73.4 %,15304,13.5%
83,Rori,83,GEN,Om Prakash Chautala,Indian National Lok Dal,128819,113264,87.9 %,26578,23.5%
84,Dabwali,84,SC,Dr.Sita Ram,Indian National Lok Dal,132360,102714,77.6 %,8025,7.8%
85,Bawal,85,SC,Shakuntla Bhagwaria,Independent,148953,106639,71.6 %,3121,2.9%
86,Rewari,86,GEN,Ajay Singh,Indian National Congress,148312,109139,73.6 %,12779,11.7%
87,Jatusana,87,GEN,Yadavendra Singh Alias Baljit Singh,Indian National Congress,155198,115793,74.6 %,1459,1.3%
88,Mahendragarh,88,GEN,Dan Singh,Indian National Congress,154280,113304,73.4 %,20649,18.2%
89,Ateli,89,GEN,Naresh Yadav,Independent,153131,112853,73.7 %,2956,2.6%
90,Narnaul,90,GEN,Radhey Shyam,Independent,141082,101589,72.0 %,4398,4.3%
