#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
54,Gauhati West,54,GEN,Hemanta Talukdar,Indian National Congress,163848,103429,63.1 %,4547,4.4%
55,Hajo,55,GEN,Dr. Haren Das,Indian National Congress,110785,84566,76.3 %,10420,12.3%
56,Kamalpur,56,GEN,Uttara Kalita,Indian National Congress,118568,89514,75.5 %,22975,25.7%
57,Rangiya,57,GEN,Bhubaneswar Kalita,Indian National Congress,125408,96463,76.9 %,1748,1.8%
58,Tamulpur,58,GEN,Biswajit Daimary,Independent,132056,108411,82.1 %,16854,15.5%
59,Nalbari,59,GEN,Madan Kalita,Indian National Congress,131205,96167,73.3 %,14636,15.2%
60,Barkhetry,60,GEN,Bhumidhar Barman,Indian National Congress,127750,97845,76.6 %,35925,36.7%
61,Dharmapur,61,GEN,Nilamani Sen Deka,Indian National Congress,104170,75165,72.2 %,1451,1.9%
62,Barama,62,ST,Paniram Rabha,Indian National Congress,115751,89666,77.5 %,8252,9.2%
63,Chapaguri,63,ST,Tijen Basumatary,Independent,110770,92915,83.9 %,57073,61.4%
64,Panery,64,GEN,Kamali Basumatari,Independent,101688,76639,75.4 %,16921,22.1%
65,Kalaigaon,65,GEN,Nathu Boro,Independent,115187,94039,81.6 %,3081,3.3%
66,Sipajhar,66,GEN,Dr. Zoii Nath Sarmah,Asom Gana Parisad,121347,94768,78.1 %,214,0.2%
67,Mangaldoi,67,SC,Basanta Das,Indian National Congress,140056,106701,76.2 %,10976,10.3%
68,Dalgaon,68,GEN,Abdul Jabbar,Asom Gana Parisad,123199,102321,83.1 %,16729,16.3%
69,Udalguri,69,ST,Rihon Daimari,Independent,105446,82307,78.1 %,2323,2.8%
70,Majbat,70,GEN,Karendra Basumatary,Independent,93868,74824,79.7 %,14048,18.8%
71,Dhekiajuli,71,GEN,Joseph Toppo,Asom Gana Parisad,108386,82249,75.9 %,4843,5.9%
72,Barchalla,72,GEN,Tanka Bahadur Rai,Indian National Congress,102505,76589,74.7 %,9112,11.9%
73,Tezpur,73,GEN,Brindaban Goswami,Asom Gana Parisad,111252,79178,71.2 %,994,1.3%
74,Rangapara,74,GEN,Bhima Tanti,Indian National Congress,103881,80769,77.8 %,22579,28.0%
75,Sootea,75,GEN,Praneswar Basumatari,Indian National Congress,118358,90880,76.8 %,765,0.8%
76,Biswanath,76,GEN,Nurjamal Sarkar,Indian National Congress,101742,82875,81.5 %,3448,4.2%
77,Behali,77,GEN,Ranjit Dutta,Bharatiya Janta Party,84700,67837,80.1 %,13529,19.9%
78,Gohpur,78,GEN,Ripun Bora,Indian National Congress,137130,112010,81.7 %,9986,8.9%
79,Jagiroad,79,SC,Bubul Das,Asom Gana Parisad,130699,103302,79.0 %,6272,6.1%
80,Marigaon,80,GEN,Jonjonali Baruah,Indian National Congress,116782,91020,77.9 %,17153,18.8%
81,Laharighat,81,GEN,Nazrul Islam,Indian National Congress,103396,82280,79.6 %,10887,13.2%
82,Raha,82,SC,Dr. Ananda Ram Baruah,Indian National Congress,139149,102958,74.0 %,14728,14.3%
83,Dhing,83,GEN,Idris Ali,Indian National Congress,119561,94844,79.3 %,13363,14.1%
84,Batadroba,84,GEN,Gautam Bora,Indian National Congress,108624,81531,75.1 %,13316,16.3%
85,Rupohihat,85,GEN,Sarifa Begum,Indian National Congress,110308,89388,81.0 %,535,0.6%
86,Nowgong,86,GEN,Girindra Kumar Barua,Asom Gana Parisad,126016,87125,69.1 %,8603,9.9%
87,Barhampur,87,GEN,Prafulla Kumar Mahanta,Asom Gana Parisad,123378,88268,71.5 %,5387,6.1%
88,Samaguri,88,GEN,Rockybul Hussain,Indian National Congress,97588,78791,80.7 %,3386,4.3%
89,Kaliabor,89,GEN,Gunin Hazarika,Asom Gana Parisad,90133,70478,78.2 %,536,0.8%
90,Jamunamukh,90,GEN,Khalilur Rahman Chowdhury,Asom Gana Parisad,112353,86164,76.7 %,9641,11.2%
91,Hojai,91,GEN,Ardhendu Dey,Indian National Congress,150062,108850,72.5 %,6161,5.7%
92,Lumding,92,GEN,Sushil Dutta,Bharatiya Janta Party,117111,87615,74.8 %,1358,1.5%
93,Bokakhat,93,GEN,Jiten Gogoi,Independent,94334,70183,74.4 %,7945,11.3%
94,Sarupathar,94,GEN,Aklius Tirkey,Indian National Congress,155666,115339,74.1 %,6804,5.9%
95,Golaghat,95,GEN,Ajanta Neog,Indian National Congress,130079,96029,73.8 %,10930,11.4%
96,Khumtai,96,GEN,Jiba Kanta Gogoi,Indian National Congress,95368,71209,74.7 %,2501,3.5%
97,Dergaon,97,SC,Hemprakash Narayan,Indian National Congress,117239,84956,72.5 %,7412,8.7%
98,Jorhat,98,GEN,Hitendra Nath Goswami,Asom Gana Parisad,127505,80986,63.5 %,6041,7.5%
99,Majuli,99,ST,Rajib Lochan Pegu,Indian National Congress,92583,72184,78.0 %,2400,3.3%
100,Titabar,100,GEN,Dip Gogoi,Indian National Congress,104465,76989,73.7 %,8663,11.3%
101,Mariani,101,GEN,Rupam Kurmi,Indian National Congress,91366,63674,69.7 %,2833,4.4%
102,Teok,102,GEN,Member Gogoi,Indian National Congress,97121,70113,72.2 %,15834,22.6%
103,Amguri,103,GEN,Anjan Dutta,Indian National Congress,96196,74826,77.8 %,10400,13.9%
104,Nazira,104,GEN,Dr.Hemoprova Saikia,Indian National Congress,93486,66180,70.8 %,35504,53.6%
105,Mahmara,105,GEN,Sarat Saikia,Indian National Congress,98479,71050,72.1 %,22919,32.3%
106,Sonari,106,GEN,Sarat Barkataky,Indian National Congress,121537,90937,74.8 %,34941,38.4%
107,Thowra,107,GEN,Devananda Konwar,Indian National Congress,80517,58840,73.1 %,12256,20.8%
108,Sibsagar,108,GEN,Pranab Gogoi,Indian National Congress,111366,76758,68.9 %,12962,16.9%
109,Bihpuria,109,GEN,Premadhar Bora,Independent,97221,76814,79.0 %,1272,1.7%
110,Naoboicha,110,GEN,Sultan Sadik,Independent,119724,97418,81.4 %,7708,7.9%
111,Lakhimpur,111,GEN,Utpal Dutta,Asom Gana Parisad,114374,87146,76.2 %,684,0.8%
112,Dhakuakhana,112,ST,Bharat Chandra Narah,Indian National Congress,126922,98321,77.5 %,5776,5.9%
113,Dhemaji,113,ST,Dilip Kumar Saikia,Asom Gana Parisad,140487,108441,77.2 %,481,0.4%
114,Jonai,114,ST,Pradan Boruah,Indian National Congress,158482,123662,78.0 %,16162,13.1%
115,Moran,115,GEN,Sarbananda Sonowal,Asom Gana Parisad,95680,67581,70.6 %,850,1.3%
116,Dibrugarh,116,GEN,Dr. Kalyan Kumar Gogoi,Indian National Congress,101372,60201,59.4 %,25961,43.1%
117,Lahowal,117,GEN,Prithibi Majhi,Indian National Congress,97858,63557,64.9 %,27682,43.6%
118,Duliajan,118,GEN,Rameswar Teli,Bharatiya Janta Party,112182,70782,63.1 %,7595,10.7%
119,Tingkhong,119,GEN,Etuwa Munda,Indian National Congress,99970,72188,72.2 %,404,0.6%
120,Naharkatia,120,GEN,Pranati Phukan,Indian National Congress,98020,66829,68.2 %,30035,44.9%
121,Chabua,121,GEN,Raju Shahu,Indian National Congress,110608,75419,68.2 %,14052,18.6%
122,Tinsukia,122,GEN,Rajendra Prasad Singh,Indian National Congress,116395,71200,61.2 %,12084,17.0%
123,Digboi,123,GEN,Rameswar Dhanowar,Indian National Congress,95918,60887,63.5 %,17654,29.0%
124,Margherita,124,GEN,Pradyut Bordoloi,Indian National Congress,135047,87024,64.4 %,25618,29.4%
125,Doom Dooma,125,GEN,Dileswar Tanti,Indian National Congress,104812,70671,67.4 %,37878,53.6%
126,Sadiya,126,GEN,Jogadish Bhuyan,Asom Gana Parisad,113865,81124,71.2 %,196,0.2%
