#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
70,Rajkot South,70,GEN,Rajkot,Govindbhai Patel,Bharatiya Janta Party,238309,154361,64.8 %,47121,30.5%
71,Rajkot Rural,71,SC,Rajkot,Lakhabhai Sagathiya,Bharatiya Janta Party,288990,190640,66.0 %,2179,1.1%
72,Jasdan,72,GEN,Rajkot,Bavaliya Kunvarjibhai Mohanbhai,Indian National Congress,226165,166487,73.6 %,9277,5.6%
73,Gondal,73,GEN,Rajkot,Jadeja Geetaba Jayrajsinh,Bharatiya Janta Party,210803,137280,65.1 %,15397,11.2%
74,Jetpur,74,GEN,Rajkot,Radadiya Jayeshbhai Vitthalbhai,Bharatiya Janta Party,250155,176590,70.6 %,25581,14.5%
75,Dhoraji,75,GEN,Rajkot,Lalit Vasoya,Indian National Congress,247989,157013,63.3 %,25085,16.0%
76,Kalavad S.C.,76,SC,Jamnagar,Musadiya Pravinbhai Narashibhai,Indian National Congress,214247,128615,60.0 %,32951,25.6%
77,Jamnagar Rural,77,GEN,Jamnagar,Dharaviya Vallabhbhai Veljibhai,Indian National Congress,217900,146533,67.2 %,6397,4.4%
78,Jamnagar North,78,GEN,Jamnagar,Jadeja Dharmendrasinh Merubha (HAKUBHA),Bharatiya Janta Party,213366,141516,66.3 %,40963,28.9%
79,Jamnagar South,79,GEN,Jamnagar,Ranchhodbhai Chanabhai Faldu (R.C.FALDU),Bharatiya Janta Party,202435,130877,64.7 %,16349,12.5%
80,Jamjodhpur,80,GEN,Jamnagar,Kalariya Chiragbhai Rameshbhai,Indian National Congress,429265,132252,30.8 %,2518,1.9%
81,Khambhalia,81,GEN,Jamnagar,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,33019,158644,480.5 %,11046,7.0%
82,Dwarka,82,GEN,Jamnagar,Pabubha Virambha Manek,Bharatiya Janta Party,258277,152205,58.9 %,5739,3.8%
83,Porbandar,83,GEN,Porbandar,Babubhai Bhimabhai Bokhiriya,Bharatiya Janta Party,234215,150581,64.3 %,1855,1.2%
84,Kutiyana,84,GEN,Porbandar,Jadeja Kandhalbhai Sarmanbhai,Nationalist Congress Party,197231,114420,58.0 %,23709,20.7%
85,Manavadar,85,GEN,Junagadh,Chavda Jawaharbhai Pethaljibhai,Indian National Congress,232223,151996,65.5 %,29763,19.6%
86,Junagadh,86,GEN,Junagadh,Joshi Bhikhabhai Galabhai,Indian National Congress,249127,152956,61.4 %,6084,4.0%
87,Visavadar,87,GEN,Junagadh,Ribadiya Harshadkumar Madhavajibhai,Indian National Congress,238177,147951,62.1 %,23101,15.6%
88,Keshod,88,GEN,Junagadh,Devabhai Punjabhai Malam,Bharatiya Janta Party,222530,137293,61.7 %,10806,7.9%
89,Mangrol,89,GEN,Junagadh,Vaja Babubhai Kalabhai,Indian National Congress,203589,133195,65.4 %,13914,10.4%
90,Somnath,90,GEN,Junagadh,Chudasama Vimalbhai Kanabhai,Indian National Congress,231521,174521,75.4 %,20450,11.7%
91,Talala,91,GEN,Junagadh,Ahir Bhagabhai Dhanabhai Barad,Indian National Congress,205877,144814,70.3 %,31730,21.9%
92,Kodinar,92,SC,Junagadh,Mohanlal Malabhai Vala,Indian National Congress,205022,135080,65.9 %,14535,10.8%
93,Una,93,GEN,Junagadh,Vansh Punjabhai Bhimabhai,Indian National Congress,229536,148018,64.5 %,4928,3.3%
94,Dhari,94,GEN,Amreli,J V Kakadiya,Indian National Congress,210479,124012,58.9 %,15336,12.4%
95,Amreli,95,GEN,Amreli,Paresh Dhanani,Indian National Congress,266523,166939,62.6 %,12029,7.2%
96,Lathi,96,GEN,Amreli,Virajibhai Thummar,Indian National Congress,208017,127070,61.1 %,9343,7.4%
97,Savarkundla,97,GEN,Amreli,Pratap Dudhat,Indian National Congress,235350,131483,55.9 %,8531,6.5%
98,Rajula,98,GEN,Amreli,Der Amarishbhai Jivabhai,Indian National Congress,244460,162046,66.3 %,12719,7.8%
99,Mahuva,99,GEN,Bhavnagar,Makwana Raghavbhai Chondabhai,Bharatiya Janta Party,204701,131983,64.5 %,5009,3.8%
100,Talaja,100,GEN,Bhavnagar,Kanubhai Mathurambhai Baraiya,Indian National Congress,218419,138844,63.6 %,1779,1.3%
101,Gariadhar,101,GEN,Bhavnagar,Nakrani Keshubhai Hirjibhai,Bharatiya Janta Party,201077,111751,55.6 %,1876,1.7%
102,Palitana,102,GEN,Bhavnagar,Baraiya Bhikhabhai Ravajibhai,Bharatiya Janta Party,247040,146845,59.4 %,14189,9.7%
103,Bhavnagar Rural,103,GEN,Bhavnagar,Parsottambhai Odhavjibhai Solanki,Bharatiya Janta Party,253668,158483,62.5 %,30993,19.6%
104,Bhavnagar East,104,GEN,Bhavnagar,Dave Vibhavari,Bharatiya Janta Party,239179,155392,65.0 %,22442,14.4%
105,Bhavnagar West,105,GEN,Bhavnagar,Jitendrabhai Savajibhai Vaghani (JITU VAGHANI),Bharatiya Janta Party,237361,148216,62.4 %,27185,18.3%
106,Gadhada,106,SC,Bhavnagar,Maru Pravinbhai Tidabhai,Indian National Congress,238222,134202,56.3 %,9424,7.0%
107,Botad,107,GEN,Bhavnagar,Saurabh Patel (DALAL),Bharatiya Janta Party,251071,175920,70.1 %,906,0.5%
108,Khambhat,108,GEN,Anand,Maheshkumar Kanaiyalal Raval (MAYUR RAVAL),Bharatiya Janta Party,211977,145986,68.9 %,2318,1.6%
109,Borsad,109,GEN,Anand,Parmar Rajendrasinh Dhirsinh,Indian National Congress,237297,167599,70.6 %,11468,6.8%
110,Anklav,110,GEN,Anand,Amit Chavda,Indian National Congress,200520,151519,75.6 %,33629,22.2%
111,Umreth,111,GEN,Anand,Govindbhai Raijibhai Parmar,Bharatiya Janta Party,243381,173269,71.2 %,1883,1.1%
112,Anand,112,GEN,Anand,Kantibhai Sodhaparmar (BHAGAT),Indian National Congress,276189,192059,69.5 %,5286,2.8%
113,Petlad,113,GEN,Anand,Niranjan Patel,Indian National Congress,215679,157048,72.8 %,10644,6.8%
114,Sojitra,114,GEN,Anand,Punambhai Madhabhai Parmar,Indian National Congress,197439,146849,74.4 %,2388,1.6%
115,Matar,115,GEN,Kheda,Kesarisinh Jesangbhai Solanki,Bharatiya Janta Party,222587,165617,74.4 %,2406,1.5%
116,Nadiad,116,GEN,Kheda,Desai Pankajbhai Vinubhai(GOTIYO),Bharatiya Janta Party,245117,165043,67.3 %,20838,12.6%
117,Mehmedabad,117,GEN,Kheda,Chauhan Arjunsinh Udesinh,Bharatiya Janta Party,223730,168917,75.5 %,20915,12.4%
118,Mahudha,118,GEN,Kheda,Indrajitsinh Natvarsinh Parmar,Indian National Congress,220861,152309,69.0 %,13601,8.9%
119,Thasra,119,GEN,Kheda,Kantibhai Shabhaibhai Parmar,Indian National Congress,245191,173517,70.8 %,7028,4.1%
120,Kapadvanj,120,GEN,Kheda,Dabhi Kalabhai Raijibhai,Indian National Congress,265636,197052,74.2 %,27226,13.8%
121,Balasinor,121,GEN,Kheda,Ajitsinh Parvatsinh Chauhan,Indian National Congress,254321,167418,65.8 %,10602,6.3%
122,Lunawada,122,GEN,Panch Mahals,Rathod Ratansinh Magansinh,Independent,257129,171627,66.7 %,3200,1.9%
123,Santrampur,123,ST,Panch Mahals,Dindor Kuberbhai Mansukhbhai,Bharatiya Janta Party,204871,136313,66.5 %,6424,4.7%
124,Shehra,124,GEN,Panch Mahals,Ahir(BHARWAD) JETHABHAI GHELABHAI,Bharatiya Janta Party,228429,163458,71.6 %,41069,25.1%
125,Morva Hadaf,125,ST,Panch Mahals,Khant Bhupendrasinh Vechatbhai,Independent,194915,120906,62.0 %,4366,3.6%
126,Godhra,126,GEN,Panch Mahals,C. K. Raulji,Bharatiya Janta Party,248157,175861,70.9 %,258,0.1%
127,Kalol,127,GEN,Panch Mahals,Chauhan Sumanben Pravinsinh,Bharatiya Janta Party,229819,165032,71.8 %,49277,29.9%
128,Halol,128,GEN,Panch Mahals,Jaydrathsinhji Parmar,Bharatiya Janta Party,244503,178778,73.1 %,57034,31.9%
129,Fatepura,129,ST,Dohad,Katara Rameshbhai Bhurabhai,Bharatiya Janta Party,207186,125256,60.5 %,2711,2.2%
130,Jhalod,130,ST,Dohad,Katara Bhaveshbhai Babubhai,Indian National Congress,220966,146744,66.4 %,25410,17.3%
131,Limkheda,131,ST,Dohad,Bhabhor Shaileshbhai Sumanbhai,Bharatiya Janta Party,184169,135967,73.8 %,19314,14.2%
132,Dahod,132,ST,Dohad,Panada Vajesingbhai Parsingbhai,Indian National Congress,231009,149730,64.8 %,15503,10.4%
133,Garbada,133,ST,Dohad,Bariya Chandrikaben Chhaganbhai,Indian National Congress,229428,121978,53.2 %,16128,13.2%
134,Devgadhbaria,134,GEN,Dohad,Khabad Bachubhai Maganbhai,Bharatiya Janta Party,218985,169938,77.6 %,45694,26.9%
135,Savli,135,GEN,Vadodara,Inamdar Ketanbhai Mahendrabhai,Bharatiya Janta Party,208871,160849,77.0 %,41633,25.9%
136,Vaghodia,136,GEN,Vadodara,Shrivastav Madhubhai Babubhai,Bharatiya Janta Party,219078,168086,76.7 %,10315,6.1%
137,Chhota Udaipur,137,ST,Vadodara,Mohansinh Chhotubhai Rathava,Indian National Congress,237434,157332,66.3 %,1093,0.7%
138,Jetpur,138,ST,Vadodara,Rathva Sukhrambhai Hariyabhai,Indian National Congress,240439,163306,67.9 %,3052,1.9%
139,Sankheda,139,ST,Vadodara,Abhesinh Motibhai Tadvi,Bharatiya Janta Party,251052,177743,70.8 %,12849,7.2%
140,Dabhoi,140,GEN,Vadodara,Mehta Shaileshbhai Kanaiyalal (SHAILESH SOTTA),Bharatiya Janta Party,199097,157811,79.3 %,2839,1.8%
141,Vadodara City,141,SC,Vadodara,Manisha Vakil,Bharatiya Janta Party,267484,184016,68.8 %,52383,28.5%
142,Sayajigunj,142,GEN,Vadodara,Jitendra Ratilal Sukhadia (JITUBHAI),Bharatiya Janta Party,266742,182717,68.5 %,59132,32.4%
143,Akota,143,GEN,Vadodara,Seemaben Akshaykumar Mohile,Bharatiya Janta Party,242746,164543,67.8 %,57139,34.7%
144,Raopura,144,GEN,Vadodara,"Rajendra Trivedi ""rajubhai Vakil""",Bharatiya Janta Party,268056,179824,67.1 %,36650,20.4%
145,Manjalpur,145,GEN,Vadodara,Yogesh Patel,Bharatiya Janta Party,227107,158121,69.6 %,56362,35.6%
146,Padra,146,GEN,Vadodara,Thakor Jashpalsinh Mahendrasinh (PADHIYAR),Indian National Congress,212802,170468,80.1 %,19027,11.2%
147,Karjan,147,GEN,Vadodara,Akshay Kumar Iswarbhai Patel,Indian National Congress,196783,150328,76.4 %,3564,2.4%
148,Nandod,148,ST,Narmada,Vasava Premsinhbhai Devjibhai,Indian National Congress,219200,166033,75.7 %,6329,3.8%
149,Dediapada,149,ST,Narmada,Vasava Maheshbhai Chhotubhai,Bhartiya Tribal Party,191963,161976,84.4 %,21751,13.4%
150,Jambusar,150,GEN,Bharuch,Sanjaybhai Jesangbhai Solanki,Indian National Congress,220946,153899,69.7 %,6412,4.2%
151,Vagra,151,GEN,Bharuch,Arunsinh Ajitsinh Rana,Bharatiya Janta Party,194585,149920,77.0 %,2628,1.8%
152,Jhagadia,152,ST,Bharuch,Vasava Chhotubhai Amarsinh,Bhartiya Tribal Party,228873,183815,80.3 %,48948,26.6%
153,Bharuch,153,GEN,Bharuch,Patel Dushyantbhai Rajneekant,Bharatiya Janta Party,250443,170337,68.0 %,33099,19.4%
154,Ankleshwar,154,GEN,Bharuch,Ishwarsinh Thakorbhai Patel,Bharatiya Janta Party,216985,154700,71.3 %,46912,30.3%
155,Olpad,155,GEN,Surat,Patel Mukeshbhai Zinabhai,Bharatiya Janta Party,342296,240624,70.3 %,61812,25.7%
156,Mangrol,156,ST,Surat,Vasava Ganpatsinh Vestabhai,Bharatiya Janta Party,196641,154279,78.5 %,40799,26.4%
157,Mandvi,157,ST,Surat,Chaudhari Anandbhai Mohanbhai,Indian National Congress,224355,176767,78.8 %,50776,28.7%
158,Kamrej,158,GEN,Surat,V.D.Zalavadiya,Bharatiya Janta Party,346137,274399,79.3 %,28191,10.3%
159,Surat East,159,GEN,Surat,Arvind Shantilal Rana,Bharatiya Janta Party,199191,134222,67.4 %,13347,9.9%
160,Surat North,160,GEN,Surat,Balar Kantibhai Himmatbhai,Bharatiya Janta Party,154574,99822,64.6 %,20022,20.1%
161,Varachha Road,161,GEN,Surat,Kishor Kanani (KUMAR),Bharatiya Janta Party,196079,124131,63.3 %,13998,11.3%
162,Karanj,162,GEN,Surat,Ghoghari Pravinbhai Manjibhai,Bharatiya Janta Party,157401,89394,56.8 %,35598,39.8%
163,Limbayat,163,GEN,Surat,Patil Sangitaben Rajendrabhai,Bharatiya Janta Party,254829,169690,66.6 %,31951,18.8%
164,Udhna,164,GEN,Surat,Patel Vivek Narottambhai,Bharatiya Janta Party,229089,140621,61.4 %,42528,30.2%
165,Majura,165,GEN,Surat,Harsh Rameshkumar Sanghavi,Bharatiya Janta Party,239560,150365,62.8 %,85827,57.1%
166,Katargam,166,GEN,Surat,Vinodbhai Amarshibhai Moradiya (VINUBHAI NINGALA),Bharatiya Janta Party,269700,178724,66.3 %,79230,44.3%
167,Surat West,167,GEN,Surat,Purnesh Modi,Bharatiya Janta Party,217219,148291,68.3 %,77882,52.5%
168,Choryasi,168,GEN,Surat,Patel Zankhana Hiteshkumar,Bharatiya Janta Party,361821,252836,69.9 %,110819,43.8%
169,Bardoli,169,SC,Surat,Ishwarbhai (ANIL) RAMANBHAI PARMAR,Bharatiya Janta Party,221077,158145,71.5 %,34854,22.0%
170,Mahuva,170,ST,Surat,Dhodiya Mohanbhai Dhanjibhai,Bharatiya Janta Party,213451,161833,75.8 %,6433,4.0%
171,Vyara,171,ST,Surat,Gamit Punabhai Dhedabhai,Indian National Congress,205779,157118,76.4 %,24414,15.5%
172,Nizar,172,ST,Surat,Sunilbhai Ratanjibhai Gamit,Indian National Congress,252231,201372,79.8 %,23129,11.5%
173,Dangs,173,ST,The Dangs,Gavit Mangalbhai Gangajibhai,Indian National Congress,164606,120488,73.2 %,768,0.6%
174,Jalalpore,174,GEN,Navsari,R.C. Patel,Bharatiya Janta Party,213220,152347,71.5 %,25664,16.8%
175,Navsari,175,GEN,Navsari,Piyushbhai Dinkerbhai Desai,Bharatiya Janta Party,224526,160105,71.3 %,46095,28.8%
176,Gandevi,176,ST,Navsari,Patel Nareshbhai Maganbhai,Bharatiya Janta Party,267534,196836,73.6 %,57261,29.1%
177,Vansda,177,ST,Navsari,Anantkumar Hasmukhbhai Patel,Indian National Congress,271303,208280,76.8 %,18393,8.8%
178,Dharampur,178,ST,Valsad,Arvind Chhotubhai Patel,Bharatiya Janta Party,223967,173669,77.5 %,22246,12.8%
179,Valsad,179,GEN,Valsad,Bharatbhai Kikubhai Patel,Bharatiya Janta Party,239179,166249,69.5 %,43092,25.9%
180,Pardi,180,GEN,Valsad,Desai Kanubhai Mohanlal,Bharatiya Janta Party,216558,150595,69.5 %,52086,34.6%
181,Kaprada,181,ST,Valsad,Chaudhari Jitubhai Harjibhai,Indian National Congress,229692,191553,83.4 %,170,0.1%
182,Umbergaon,182,ST,Valsad,Patkar Ramanlal Nanubhai,Bharatiya Janta Party,239258,154978,64.8 %,41690,26.9%
