ac name,ac no,type,district,winning candidate,party,total electors,total votes,poll%,margin,margin %,father/husband name,gender,age,UID
Purwa,167,GEN,Unnao,Anil Kumar Singh,Bharatiya Janta Party,416086,253409,60.90%,31061,12.30%,LALIT MOHAN SINGH,male,42.0,UP2022AC167
Malihabad,168,SC,Lucknow,Jai Devi,Bharatiya Janta Party,359506,239463,66.60%,7745,3.20%,KAUSHAL KISHOR,female,57.0,UP2022AC168
Bakshi Kaa Talab,169,GEN,Lucknow,Yogesh Shukla,Bharatiya Janta Party,458473,316848,69.10%,27788,8.80%,LATE DURGA SHANKAR SHUKLA,male,61.0,UP2022AC169
Sarojini Nagar,170,GEN,Lucknow,Rajeshwar Singh,Bharatiya Janta Party,565118,325551,57.60%,56186,17.30%,,,,UP2022AC170
Lucknow West,171,GEN,Lucknow,Armaan Khan,Samajwadi Party,443163,256986,58.00%,8184,3.20%,MOHD HASAN KHAN,male,49.0,UP2022AC171
Lucknow North,172,GEN,Lucknow,Dr. Neeraj Bora,Bharatiya Janta Party,464258,259757,56.00%,33953,13.10%,Late D.P. Bora,male,54.0,UP2022AC172
Lucknow East,173,GEN,Lucknow,Ashutosh Tandon 'gopal Ji ',Bharatiya Janta Party,461412,255873,55.50%,68731,26.90%,Late. LalJi Tandon,male,61.0,UP2022AC173
Lucknow Central,174,GEN,Lucknow,Ravidas Mehrotra,Samajwadi Party,371829,209607,56.40%,10935,5.20%,LATE Y. S. MEHROTRA,male,66.0,UP2022AC174
Lucknow Cantt.,175,GEN,Lucknow,Brajesh Pathak,Bharatiya Janta Party,370671,196499,53.00%,39512,20.10%,Late Suresh Pathak,male,57.0,UP2022AC175
Mohanlalganj,176,SC,Lucknow,Amresh Kumar,Bharatiya Janta Party,363792,243429,66.90%,16548,6.80%,Ram Prasad,male,47.0,UP2022AC176
Bachhrawan,177,SC,Rae Bareli,Shyam Sunder,Samajwadi Party,337922,207312,61.30%,2812,1.40%,BHAGAWANDEEN,male,54.0,UP2022AC177
Tiloi,178,GEN,Rae Bareli,Mayankeshwar Sharan Singh,Bharatiya Janta Party,351105,203130,57.90%,27829,13.70%,RAJA MOHAN SINGH,male,51.0,UP2022AC178
Harchandpur,179,GEN,Rae Bareli,Rahul Rajpoot,Samajwadi Party,319979,199240,62.30%,14489,7.30%,SHIV GANESH LODHI,male,25.0,UP2022AC179
Rae Bareli,180,GEN,Rae Bareli,Aditi Singh,Bharatiya Janta Party,368101,227819,61.90%,7175,3.10%,ANGAD SINGH,female,34.0,UP2022AC180
Salon,181,SC,Rae Bareli,Ashok Kumar,Bharatiya Janta Party,349177,198281,56.80%,2111,1.10%,,,,UP2022AC181
Sareni,182,GEN,Rae Bareli,Devendra Pratap Singh,Samajwadi Party,371825,215305,57.90%,3807,1.80%,SVAYAMVAR SINGH,male,64.0,UP2022AC182
Unchahar,183,GEN,Rae Bareli,Manoj Kumar Pandey,Samajwadi Party,339465,210787,62.10%,6621,3.10%,Rama Kant Pandey,male,47.0,UP2022AC183
Jagdishpur,184,SC,Sultanpur,Suresh Kumar,Bharatiya Janta Party,378102,201208,53.20%,22824,11.30%,Ram Narain Khanna,male,68.0,UP2022AC184
Gauriganj,185,GEN,Sultanpur,Rakesh Pratap Singh,Samajwadi Party,350840,200936,57.30%,6963,3.50%,Sri Tej Pratap Singh,male,49.0,UP2022AC185
Amethi,186,GEN,Sultanpur,Maharaji Prajapati,Samajwadi Party,350302,188658,53.90%,18096,9.60%,GAYATRI PRASAD PRAJAPATI,female,51.0,UP2022AC186
Isauli,187,GEN,Sultanpur,Mohd Tahir Khan,Samajwadi Party,359218,201117,56.00%,269,0.10%,IRFAN GANI KHAN,male,47.0,UP2022AC187
Sultanpur,188,GEN,Sultanpur,Vinod Singh,Bharatiya Janta Party,381421,218065,57.20%,1009,0.50%,K. N. SINGH,male,64.0,UP2022AC188
Sadar,189,GEN,Sultanpur,Raj Prasad Upadhyay,Bharatiya Janta Party,345552,202057,58.50%,15754,7.80%,ISHNARAYAN UPADHYAY,male,62.0,UP2022AC189
Lambhua,190,GEN,Sultanpur,Sitaram Verma,Bharatiya Janta Party,371123,209149,56.40%,9533,4.60%,SHIVNATH VERMA,male,72.0,UP2022AC190
Kadipur,191,SC,Sultanpur,Rajesh Kumar Gautam,Bharatiya Janta Party,380759,220310,57.90%,25723,11.70%,JAYRAJ,male,45.0,UP2022AC191
Kaimganj,192,SC,Farrukhabad,Dr. Surabhi,Apna Dal (Soneylal),392756,239613,61.00%,18543,7.70%,AJEET SINGH,female,37.0,UP2022AC192
Amritpur,193,GEN,Farrukhabad,Sushil Kumar Shakya,Bharatiya Janta Party,314440,185208,58.90%,44686,24.10%,Dayaram Shakya,male,72.0,UP2022AC193
Farrukhabad,194,GEN,Farrukhabad,Major Sunil Dutt Dwivedi,Bharatiya Janta Party,371697,207704,55.90%,39316,18.90%,Brahmadutt Dwivedi,male,56.0,UP2022AC194
Bhojpur,195,GEN,Farrukhabad,Nagendra Singh Rathour,Bharatiya Janta Party,319982,196322,61.40%,27458,14.00%,Rajendra Singh,male,64.0,UP2022AC195
Chhibramau,196,GEN,Kannauj,Archana Pandey,Bharatiya Janta Party,464068,279822,60.30%,1111,0.40%,Rajesh Prakash,female,62.0,UP2022AC196
Tirwa,197,GEN,Kannauj,Kailash Rajput,Bharatiya Janta Party,381138,237236,62.20%,4608,1.90%,Narottam Singh,male,63.0,UP2022AC197
Kannauj,198,SC,Kannauj,Asim Arun,Bharatiya Janta Party,429349,269761,62.80%,6090,2.30%,Shriram Arun,male,51.0,UP2022AC198
Jaswantnagar,199,GEN,Etawah,Shivpal Singh Yadav,Samajwadi Party,392433,252450,64.30%,90979,36.00%,SUGHAR SINGH,male,66.0,UP2022AC199
Etawah,200,GEN,Etawah,Sarita,Bharatiya Janta Party,408555,244356,59.80%,3984,1.60%,Abhayveer Singh,female,55.0,UP2022AC200
Bharthana,201,SC,Etawah,Raghvendra Kumar Singh,Samajwadi Party,407959,245477,60.20%,7559,3.10%,AWADH KISHOR,male,52.0,UP2022AC201
Bidhuna,202,GEN,Auraiya,Rekha Verma,Samajwadi Party,365285,227243,62.20%,7765,3.40%,MAHESHACHANDRA,female,61.0,UP2022AC202
Dibiyapur,203,GEN,Auraiya,Pradeep Kumar Yadav,Samajwadi Party,324465,199527,61.50%,473,0.20%,Late Vishal Singh,male,64.0,UP2022AC203
Auraiya,204,SC,Auraiya,Gudiya Katheriya,Bharatiya Janta Party,334379,194554,58.20%,22447,11.50%,MUKESH KUMAR,female,46.0,UP2022AC204
Rasulabad,205,SC,Kanpur Dehat,Poonam Sankhwar,Bharatiya Janta Party,321055,194963,60.70%,21512,11.00%,Ramesh Chandra Gautam,female,44.0,UP2022AC205
Akbarpur - Raniya,206,GEN,Kanpur Dehat,Pratibha Shukla,Bharatiya Janta Party,326545,210639,64.50%,13417,6.40%,Anil Shukla Varsi,female,61.0,UP2022AC206
Sikandra,207,GEN,Kanpur Dehat,Ajit Singh Pal,Bharatiya Janta Party,328672,197912,60.20%,31567,16.00%,MATHURA PRASAD PAL,male,43.0,UP2022AC207
Bhognipur,208,GEN,Kanpur Dehat,Rakesh Sachan,Bharatiya Janta Party,346645,216852,62.60%,11893,5.50%,SHRI UDAY NARAYAN,male,66.0,UP2022AC208
Bilhaur,209,SC,Kanpur Nagar,Mohit Sonkar,Bharatiya Janta Party,389891,242876,62.30%,42351,17.40%,,,,UP2022AC209
Bithoor,210,GEN,Kanpur Nagar,Abhijeet Singh,Bharatiya Janta Party,368435,239640,65.00%,21073,8.80%,LATE DHIRENDRA SINGH,male,39.0,UP2022AC210
Kalyanpur,211,GEN,Kanpur Nagar,Neelima Katiyar,Bharatiya Janta Party,357672,186920,52.30%,21535,11.50%,DHARMENDRA KUMAR,female,49.0,UP2022AC211
Govindnagar,212,GEN,Kanpur Nagar,Surendra Maithani,Bharatiya Janta Party,352534,191108,54.20%,80896,42.30%,LATE SACHCHIDA NAND MAITHANI,male,57.0,UP2022AC212
Sishamau,213,GEN,Kanpur Nagar,Haji Irfan Solanki,Samajwadi Party,274629,155545,56.60%,12266,7.90%,HAJI MUSTAQ SOLANKI,male,42.0,UP2022AC213
Arya Nagar,214,GEN,Kanpur Nagar,Amitabh Bajpai,Samajwadi Party,299643,151552,50.60%,7924,5.20%,KAMLESH CHANDRA BAJPAI,male,48.0,UP2022AC214
Kidwai Nagar,215,GEN,Kanpur Nagar,Mahesh Kumar Trivedi,Bharatiya Janta Party,346598,204951,59.10%,37760,18.40%,,,,UP2022AC215
Kanpur Cantt.,216,GEN,Kanpur Nagar,Mohammad Hasan,Samajwadi Party,362733,188752,52.00%,19987,10.60%,LATE SYED MOHD IRFAN,male,56.0,UP2022AC216
Maharajpur,217,GEN,Kanpur Nagar,Satish Mahana,Bharatiya Janta Party,444749,250890,56.40%,82261,32.80%,Lt. Ram Avtar Mahana,male,61.0,UP2022AC217
Ghatampur,218,SC,Kanpur Nagar,Saroj,Apna Dal (Soneylal),323081,194813,60.30%,14474,7.40%,,,,UP2022AC218
Madhaugarh,219,GEN,Jalaun,Mool Chandra Singh,Bharatiya Janta Party,444726,251976,56.70%,34974,13.90%,JAGDISH SINGH,male,60.0,UP2022AC219
Kalpi,220,GEN,Jalaun,Vinod Chaturvedi,Samajwadi Party,395623,235035,59.40%,2816,1.20%,GAJADHAR PRASAD,male,62.0,UP2022AC220
Orai,221,SC,Jalaun,Gauri Shankar,Bharatiya Janta Party,446928,269425,60.30%,37648,14.00%,HARCHARAN,male,56.0,UP2022AC221
Babina,222,GEN,Jhansi,Rajeev Singh ''parichha'',Bharatiya Janta Party,332574,232796,70.00%,44529,19.10%,Kailash Singh,male,45.0,UP2022AC222
Jhansi Nagar,223,GEN,Jhansi,Ravi Sharma,Bharatiya Janta Party,424149,251440,59.30%,76353,30.40%,,,,UP2022AC223
Mauranipur,224,SC,Jhansi,Rashmi Arya,Apna Dal (Soneylal),415353,273528,65.90%,58595,21.40%,Jayprakash Arya,female,44.0,UP2022AC224
Garautha,225,GEN,Jhansi,Jawahar Lal Rajput,Bharatiya Janta Party,352776,233205,66.10%,33662,14.40%,KISHORI,male,59.0,UP2022AC225
Lalitpur,226,GEN,Lalitpur,Ramratan Kushwaha,Bharatiya Janta Party,488927,329275,67.30%,107215,32.60%,Bhagunte,male,61.0,UP2022AC226
Mehroni,227,SC,Lalitpur,Manohar Lal,Bharatiya Janta Party,451109,333503,73.90%,110451,33.10%,Harju Prasad,male,67.0,UP2022AC227
Hamirpur,228,GEN,Hamirpur,Dr. Manoj Kumar,Bharatiya Janta Party,414116,260215,62.80%,25485,9.80%,,,,UP2022AC228
Rath,229,SC,Hamirpur,Manisha,Bharatiya Janta Party,400847,254840,63.60%,61979,24.30%,LEKHRAM,female,40.0,UP2022AC229
Mahoba,230,GEN,Mahoba,Rakesh Kumar Goswami,Bharatiya Janta Party,318884,205665,64.50%,43447,21.10%,SHRIKISHOR GOSWAMI,male,68.0,UP2022AC230
Charkhari,231,GEN,Mahoba,Brijbhushan Rajput,Bharatiya Janta Party,347852,220822,63.50%,41881,19.00%,GANGA CHARAN RAJPUT,male,39.0,UP2022AC231
Tindwari,232,GEN,Banda,Ramkesh Nishad,Bharatiya Janta Party,319266,193954,60.70%,28425,14.70%,SARJU PRASAD,male,47.0,UP2022AC232
Baberu,233,GEN,Banda,Vishambhar Singh Yadav,Samajwadi Party,339143,202406,59.70%,7393,3.70%,MAHESWARI,male,67.0,UP2022AC233
Naraini,234,SC,Banda,Ommani Varma,Bharatiya Janta Party,342785,210547,61.40%,6719,3.20%,,,,UP2022AC234
Banda,235,GEN,Banda,Prakash Dwivedi,Bharatiya Janta Party,312579,195309,62.50%,15214,7.80%,RAMYASH,male,44.0,UP2022AC235
Chitrakoot,236,GEN,Chitrakoot,Anil Kumar Anil Pradhan,Samajwadi Party,376798,239067,63.40%,20876,8.70%,BHAIRO PRASAD SINGH,male,32.0,UP2022AC236
Manikpur,237,GEN,Chitrakoot,Avinash Chandra Dwivedi,Apna Dal (Soneylal),339754,204605,60.20%,1048,0.50%,RAJ BHAVAN,male,60.0,UP2022AC237
Jahanabad,238,GEN,Fatehpur,Rajendra Singh Patel,Bharatiya Janta Party,311325,188971,60.70%,18192,9.60%,BALDEV PRASAD,male,60.0,UP2022AC238
Bindki,239,GEN,Fatehpur,Jay Kumar Singh Jaiki,Apna Dal (Soneylal),313283,189095,60.40%,3797,2.00%,,,,UP2022AC239
Fatehpur,240,GEN,Fatehpur,Chandra Prakash,Samajwadi Party,360050,212257,59.00%,8601,4.10%,,,,UP2022AC240
Ayah Shah,241,GEN,Fatehpur,Vikas Gupta,Bharatiya Janta Party,275776,158535,57.50%,13006,8.20%,Radheyshyam Gupta,male,45.0,UP2022AC241
Husainganj,242,GEN,Fatehpur,Usha Maurya,Samajwadi Party,305084,186594,61.20%,25181,13.50%,LATE MUNNA LAL,female,49.0,UP2022AC242
Khaga,243,SC,Fatehpur,Krishna Paswan,Bharatiya Janta Party,343736,197824,57.60%,5509,2.80%,SHRIPAL,female,58.0,UP2022AC243
Rampur Khas,244,GEN,Pratapgarh,"Aradhana Mishra, Mona",Indian National Congress,322108,165316,51.30%,14741,8.90%,Pramod Kumar,female,47.0,UP2022AC244
Babaganj,245,SC,Pratapgarh,Vinod Kumar,Jansatta Dal Loktantrik,320715,164845,51.40%,15767,9.60%,RAM NATH,male,43.0,UP2022AC245
Kunda,246,GEN,Pratapgarh,Raghuraj Pratap Singh,Jansatta Dal Loktantrik,359313,194779,54.20%,30315,15.60%,RAJA UDAY SINGH,male,52.0,UP2022AC246
Vishwanath Ganj,247,GEN,Pratapgarh,Jeet Lal,Apna Dal (Soneylal),400498,199030,49.70%,48052,24.10%,MATA PHER,male,53.0,UP2022AC247
Pratapgarh,248,GEN,Pratapgarh,Rajendra Kumar,Bharatiya Janta Party,357433,194645,54.50%,25063,12.90%,,,,UP2022AC248
Patti,249,GEN,Pratapgarh,Ram Singh,Samajwadi Party,368130,220404,59.90%,22051,10.00%,LAL SINGH SAINI,male,65.0,UP2022AC249
Raniganj,250,GEN,Pratapgarh,Rakesh Kumar Verma Alias Dr. R. K. Verma,Samajwadi Party,337775,187576,55.50%,2649,1.40%,JAGANNATH,male,49.0,UP2022AC250
Sirathu,251,GEN,Kaushambi,Dr. Pallavi Patel,Samajwadi Party,381998,227899,59.70%,7337,3.20%,SONE LAL PATEL,female,41.0,UP2022AC251
Manjhanpur,252,SC,Kaushambi,Indrajeet Saroj,Samajwadi Party,418078,254596,60.90%,23878,9.40%,Maideen,male,58.0,UP2022AC252
