AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Biaora,251,GEN,Badrilal,Bharatiya Janta Party,111403,61424,55.1 %,4910,8.0%
Narsingarh,252,GEN,Mangilal Bandari,Indian National Congress,121782,76143,62.5 %,3550,4.7%
Sarangpur,253,SC,Amar Singh,Bharatiya Janta Party,121789,67795,55.7 %,3192,4.7%
Rajgarh,254,GEN,Raghunandan Sharma,Bharatiya Janta Party,125198,65709,52.5 %,274,0.4%
Khilchipur,255,GEN,Ramprasad Dangi,Indian National Congress,132442,83651,63.2 %,10469,12.5%
Shujalpur,256,GEN,Nemichand Jain,Bharatiya Janta Party,139193,102020,73.3 %,1750,1.7%
Gulana,257,GEN,Giriraj Mandalai,Bharatiya Janta Party,117770,80297,68.2 %,5090,6.3%
Shajapur,258,GEN,Karada Hukum Singh,Indian National Congress,138333,97302,70.3 %,10989,11.3%
Agar,259,SC,Gopal Parmar,Bharatiya Janta Party,127076,79121,62.3 %,3631,4.6%
Susner,260,GEN,Balabh Amabavatiya,Indian National Congress,115264,78016,67.7 %,7298,9.4%
Tarana,261,SC,Madhav Prasad Shastri,Bharatiya Janta Party,112533,68513,60.9 %,3132,4.6%
Mahidpur,262,GEN,Babulal Jain,Bharatiya Janta Party,106388,71491,67.2 %,4335,6.1%
Khachrod,263,GEN,Dileep Singh Gurjar,Indian National Congress,139526,91109,65.3 %,5644,6.2%
Badnagar,264,GEN,Surender Singh Sisodiya,Indian National Congress,116369,76899,66.1 %,5365,7.0%
Ghatiya,265,SC,Rameshwar Akhand,Bharatiya Janta Party,135168,77801,57.6 %,5768,7.4%
Ujjain North,266,GEN,Paras Jain,Bharatiya Janta Party,130209,85656,65.8 %,5739,6.7%
Ujjain South,267,GEN,Shiva Kotwani,Bharatiya Janta Party,147890,86725,58.6 %,9402,10.8%
Depalpur,268,GEN,Narbhay Singh Patel,Bharatiya Janta Party,129083,88415,68.5 %,1426,1.6%
Mhow,269,GEN,Bherulal Patidar,Bharatiya Janta Party,123563,82207,66.5 %,2621,3.2%
Indore-I,270,GEN,Lalchand Murlidhar Mittal,Bharatiya Janta Party,169977,96675,56.9 %,8360,8.6%
