#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
22,Katghora,22,GEN,Bodhram Kanwar,Indian National Congress,169252,116159,68.6 %,6966,6.0%
23,Pali-Tanakhar,23,ST,Ram Dayal Uike,Indian National Congress,178908,128043,71.6 %,29443,23.0%
24,Marwahi,24,ST,Ajit Jogi,Indian National Congress,159843,120695,75.5 %,42092,34.9%
25,Kota,25,GEN,Dr.Renu Jogi,Indian National Congress,169857,121328,71.4 %,9811,8.1%
26,Lormi,26,GEN,Dharamjeet Singh,Indian National Congress,157661,109469,69.4 %,4989,4.6%
27,Mungeli,27,SC,Punnulal Mohle,Bharatiya Janta Party,180018,114988,63.9 %,10325,9.0%
28,Takhatpur,28,GEN,Raju Singh,Bharatiya Janta Party,169497,118522,69.9 %,5593,4.7%
29,Bilha,29,GEN,Dharam Lal Kaushik,Bharatiya Janta Party,210116,143445,68.3 %,6070,4.2%
30,Bilaspur,30,GEN,Amar Agrawal,Bharatiya Janta Party,191867,117368,61.2 %,9376,8.0%
31,Beltara,31,GEN,Badridhar Diwan,Bharatiya Janta Party,153075,99408,64.9 %,4976,5.0%
32,Masturi,32,SC,Dr. Krishna Murti Bandhi,Bharatiya Janta Party,215332,143983,66.9 %,9208,6.4%
33,Akaltara,33,GEN,Saurabh Singh,Bahujan Samaj Party,164987,112926,68.4 %,2888,2.6%
34,Janjgir-Champa,34,GEN,Narayan Chandel,Bharatiya Janta Party,159791,108885,68.1 %,1190,1.1%
35,Sakti,35,GEN,Smt. Saroja Manharan Rathore,Indian National Congress,166884,111783,67.0 %,9392,8.4%
36,Chandrapur,36,GEN,Yuddhveer Singh Judev,Bharatiya Janta Party,184774,124934,67.6 %,17290,13.8%
37,Jaijaipur,37,GEN,Mahant Ramsunder Das,Indian National Congress,182336,116673,64.0 %,9439,8.1%
38,Pamgarh,38,SC,Dujram Bouddh,Bahujan Samaj Party,154082,100654,65.3 %,5955,5.9%
39,Saraipali,39,SC,Dr. Haridas Bhardwaj,Indian National Congress,164455,127747,77.7 %,16222,12.7%
40,Basna,40,GEN,Devendra Bahadur Singh,Indian National Congress,175597,138877,79.1 %,15907,11.5%
41,Khallari,41,GEN,Paresh Bagbahara,Indian National Congress,165386,123908,74.9 %,22505,18.2%
42,Mahasamund,42,GEN,Agni Chandrakar,Indian National Congress,152469,114637,75.2 %,5044,4.4%
43,Bilaigarh,43,SC,Dr Shiv Kumar Dahriya,Indian National Congress,219118,147102,67.1 %,13622,9.3%
44,Kasdol,44,GEN,Raj Kamal Singhaniya,Indian National Congress,258582,171699,66.4 %,27206,15.8%
45,Baloda Bazar,45,GEN,Laxmi Baghel,Bharatiya Janta Party,202015,135906,67.3 %,5182,3.8%
46,Bhatapara,46,GEN,Chaitram Sahu,Indian National Congress,185288,127340,68.7 %,6232,4.9%
47,Dharsiwa,47,GEN,Devji Bhai Patel,Bharatiya Janta Party,160192,114664,71.6 %,6339,5.5%
48,Raipur Rural,48,GEN,Nand Kumar Sahu,Bharatiya Janta Party,163375,98662,60.4 %,2979,3.0%
49,Raipur City West,49,GEN,Rajesh Moonat,Bharatiya Janta Party,169818,100258,59.0 %,14845,14.8%
50,Raipur City North,50,GEN,Kuldeep Singh Juneja,Indian National Congress,168120,96712,57.5 %,1436,1.5%
51,Raipur City South,51,GEN,Brijmohan Agrawal,Bharatiya Janta Party,182360,113426,62.2 %,24939,22.0%
52,Arang,52,SC,Guru Rudra Kumar,Indian National Congress,162756,109012,67.0 %,1337,1.2%
53,Abhanpur,53,GEN,"Chandrashekar Sahu ""champu""",Bharatiya Janta Party,157296,120302,76.5 %,1490,1.2%
54,Rajim,54,GEN,Amitesh Shukl,Indian National Congress,170051,127160,74.8 %,3916,3.1%
55,Bindranawagarh,55,ST,Damru Dhar Pujari,Bharatiya Janta Party,185759,135768,73.1 %,16704,12.3%
56,Sihawa,56,ST,Ambika Markam,Indian National Congress,155190,121945,78.6 %,14896,12.2%
57,Kurud,57,GEN,Lekhram Sahu,Indian National Congress,156102,135150,86.6 %,6205,4.6%
58,Dhamtari,58,GEN,Gurumukh Singh Hora,Indian National Congress,172224,139633,81.1 %,27007,19.3%
59,Sanjari Balod,59,GEN,Madan Lal Sahu,Bharatiya Janta Party,164460,133207,81.0 %,6636,5.0%
60,Dondi Lohara,60,ST,Neelima Singh Tekam,Bharatiya Janta Party,172224,125531,72.9 %,3987,3.2%
61,Gunderdehi,61,GEN,Virendra Kumar Sahu,Bharatiya Janta Party,176592,139369,78.9 %,2585,1.9%
62,Patan,62,GEN,Vijay Baghel,Bharatiya Janta Party,155806,123036,79.0 %,7842,6.4%
63,Durg-Rural,63,GEN,Pratima Chandrakar,Indian National Congress,160521,111959,69.7 %,1557,1.4%
64,Durg City,64,GEN,Hemchand Yadav,Bharatiya Janta Party,178928,114662,64.1 %,702,0.6%
65,Bhilai Nagar,65,GEN,Badruddin Quraishi,Indian National Congress,162778,102398,62.9 %,8863,8.7%
66,Vaishali Nagar,66,GEN,Saroj Pandey,Bharatiya Janta Party,195409,120922,61.9 %,21267,17.6%
67,Ahiwara,67,SC,Doman Lal Korsewada,Bharatiya Janta Party,170015,115004,67.6 %,12651,11.0%
68,Saja,68,GEN,Ravindra Choubey,Indian National Congress,182054,135037,74.2 %,5055,3.7%
69,Bemetara,69,GEN,Tamradhwaj Sahu,Indian National Congress,175712,122551,69.7 %,6473,5.3%
70,Nawagarh,70,SC,Dyaldas Baghel,Bharatiya Janta Party,192373,129311,67.2 %,6507,5.0%
71,Pandariya,71,GEN,Akbar Bhai,Indian National Congress,227051,166908,73.5 %,1861,1.1%
72,Kawardha,72,GEN,Dr. Siyaram Sahu,Bharatiya Janta Party,235326,176363,74.9 %,10408,5.9%
73,Khairagarh,73,GEN,Komal Janghel,Bharatiya Janta Party,160674,122847,76.5 %,19544,15.9%
74,Dongargarh,74,SC,Ramji Bharti,Bharatiya Janta Party,158341,121216,76.6 %,7415,6.1%
75,Rajnandgaon,75,GEN,Dr. Raman,Bharatiya Janta Party,165414,130083,78.6 %,32389,24.9%
76,Dongargaon,76,GEN,Kheduram Sahu,Bharatiya Janta Party,152988,121823,79.6 %,9407,7.7%
77,Khujji,77,GEN,Bhola Ram Sahu,Indian National Congress,151062,114353,75.7 %,16119,14.1%
78,Mohla-Manpur,78,ST,Shivraj Singh Usare,Indian National Congress,131248,94150,71.7 %,6441,6.8%
79,Antagarh,79,ST,Vikram Usendi,Bharatiya Janta Party,134237,81218,60.5 %,109,0.1%
80,Bhanupratappur,80,ST,Bramhanand,Bharatiya Janta Party,163698,107644,65.8 %,15479,14.4%
81,Kanker,81,ST,Sumitra Markole,Bharatiya Janta Party,147721,104299,70.6 %,17503,16.8%
82,Keshkal,82,ST,Sewakram Netam,Bharatiya Janta Party,155006,111388,71.9 %,8614,7.7%
83,Kondagaon,83,ST,Lata Usendi,Bharatiya Janta Party,133842,106066,79.2 %,2771,2.6%
84,Narayanpur,84,ST,Kedarnath Kashyap,Bharatiya Janta Party,145152,88431,60.9 %,21635,24.5%
85,Bastar,85,ST,Dr Subhau Kashyap,Bharatiya Janta Party,129767,97129,74.8 %,1201,1.2%
86,Jagdalpur,86,GEN,Santosh Bafna,Bharatiya Janta Party,159107,114344,71.9 %,17524,15.3%
87,Chitrakot,87,ST,Baiduram Kashyap,Bharatiya Janta Party,140826,91136,64.7 %,9231,10.1%
88,Dantewada,88,ST,Bhima Mandavi,Bharatiya Janta Party,173969,96722,55.6 %,12008,12.4%
89,Bijapur,89,ST,Mahesh Gagda,Bharatiya Janta Party,149421,43628,29.2 %,10521,24.1%
90,Konta,90,ST,Lakhma Kawasi,Indian National Congress,156952,68889,43.9 %,192,0.3%
